,Mintimes,Mintypes,Errors,Units,Data_group,Ecorr,OC,Weights
544,2460434.46533004,0,2.1066061886e-05,,TESS Sector 78-FFI,29811.0,-5.666166543960571e-06,2253374049.938781
545,2460434.62709437,0,2.061988588e-05,,TESS Sector 78-FFI,29812.0,-1.1782161891460419e-05,2351946752.884325
546,2460434.7888645,0,2.9703834665e-05,,TESS Sector 78-FFI,29813.0,-1.2098345905542374e-05,1133378479.9768705
547,2460434.95063065,0,2.4652586069e-05,,TESS Sector 78-FFI,29814.0,-1.639407128095627e-05,1645413410.4185863
548,2460435.11241355,0,2.7539328407e-05,,TESS Sector 78-FFI,29815.0,-3.94042581319809e-06,1318540001.7219477
549,2460435.2741737,0,2.1971613785e-05,,TESS Sector 78-FFI,29816.0,-1.4236196875572205e-05,2071457785.316256
550,2460435.4359775,0,2.5633667681e-05,,TESS Sector 78-FFI,29817.0,1.9117724150419235e-05,1521873309.551482
551,2460435.59770954,0,1.8491927345e-05,,TESS Sector 78-FFI,29818.0,-1.9288156181573868e-05,2924392376.980075
552,2460435.75950668,0,2.1332693425e-05,,TESS Sector 78-FFI,29819.0,7.405877113342285e-06,2197397447.9859037
553,2460435.92126014,0,1.8316090682e-05,,TESS Sector 78-FFI,29820.0,-9.58004966378212e-06,2980810929.4454856
554,2460436.08303059,0,1.8316090754e-05,,TESS Sector 78-FFI,29821.0,-9.576324373483658e-06,2980810906.0105305
555,2460436.24482521,0,1.9807662464e-05,,TESS Sector 78-FFI,29822.0,1.4598015695810318e-05,2548787018.663164
556,2460436.40659981,0,1.7251040751e-05,,TESS Sector 78-FFI,29823.0,1.8751714378595352e-05,3360233040.577583
557,2460436.56836225,0,1.4068007046e-05,,TESS Sector 78-FFI,29824.0,1.0746065527200699e-05,5052831847.766033
558,2460436.73013005,0,1.1978977616e-05,,TESS Sector 78-FFI,29825.0,8.099712431430817e-06,6968839995.252938
559,2460436.89190306,0,1.0590375798e-05,,TESS Sector 78-FFI,29826.0,1.0664109140634537e-05,8916147768.349663
560,2460437.05367422,0,1.1117991571e-05,,TESS Sector 78-FFI,29827.0,1.1377967894077301e-05,8089977599.869981
561,2460437.21544213,0,9.714942106e-06,,TESS Sector 78-FFI,29828.0,8.841976523399353e-06,10595453900.742666
562,2460437.37721754,0,9.947541678e-06,,TESS Sector 78-FFI,29829.0,1.3805925846099854e-05,10105748019.118975
563,2460437.53898988,0,1.3657341878e-05,,TESS Sector 78-FFI,29830.0,1.569977030158043e-05,5361269488.32742
564,2460438.02428817,0,1.1873672603e-05,,TESS Sector 78-FFI,29833.0,2.651941031217575e-06,7092998375.821327
565,2460438.18605799,0,1.0656440324e-05,,TESS Sector 78-FFI,29834.0,2.0256265997886658e-06,8805939259.649326
566,2460438.34783083,0,1.1313704882e-05,,TESS Sector 78-FFI,29835.0,4.420056939125061e-06,7812504995.304059
567,2460438.50959774,0,1.0813014864e-05,,TESS Sector 78-FFI,29836.0,8.838251233100891e-07,8552762257.062709
568,2460438.67136925,0,1.0786831905e-05,,TESS Sector 78-FFI,29837.0,1.9478611648082733e-06,8594333017.972204
569,2460438.83314097,0,1.1032504153e-05,,TESS Sector 78-FFI,29838.0,3.221910446882248e-06,8215836742.85285
570,2460438.99491303,0,1.0562834092e-05,,TESS Sector 78-FFI,29839.0,4.835892468690872e-06,8962704604.259651
571,2460439.15668224,0,1.0216029042e-05,,TESS Sector 78-FFI,29840.0,3.5995617508888245e-06,9581549824.045479
572,2460439.31845418,0,9.643814677e-06,,TESS Sector 78-FFI,29841.0,5.09386882185936e-06,10752322648.069304
573,2460439.48022,0,1.0193590999e-05,,TESS Sector 78-FFI,29842.0,4.675239324569702e-07,9623777895.660316
574,2460439.64198908,0,9.487712742e-06,,TESS Sector 78-FFI,29843.0,-8.98260623216629e-07,11109050619.867275
575,2460439.8037601,0,9.751695831e-06,,TESS Sector 78-FFI,29844.0,-3.241002559661865e-07,10515736783.338394
576,2460439.9655302,0,9.804381706e-06,,TESS Sector 78-FFI,29845.0,-6.700865924358368e-07,10403023465.82784
577,2460440.12730309,0,9.088778784e-06,,TESS Sector 78-FFI,29846.0,1.7737038433551788e-06,12105672870.931879
578,2460440.28907239,0,9.251294303e-06,,TESS Sector 78-FFI,29847.0,6.281770765781403e-07,11684093024.730087
579,2460440.45083867,0,9.657817241e-06,,TESS Sector 78-FFI,29848.0,-3.538094460964203e-06,10721166345.12452
580,2460440.61261196,0,9.384647139e-06,,TESS Sector 78-FFI,29849.0,-6.938353180885315e-07,11354397764.538755
581,2460440.77438753,0,8.728130214e-06,,TESS Sector 78-FFI,29850.0,4.4298358261585236e-06,13126760645.77807
582,2460440.93615975,0,8.183567108e-06,,TESS Sector 78-FFI,29851.0,6.20400533080101e-06,14931887312.547462
583,2460441.09792967,0,8.496922119e-06,,TESS Sector 78-FFI,29852.0,5.677808076143265e-06,13850859527.21484
584,2460441.25970076,0,7.795180025e-06,,TESS Sector 78-FFI,29853.0,6.321817636489868e-06,16456887533.533985
585,2460441.42146949,0,8.045480005e-06,,TESS Sector 78-FFI,29854.0,4.605855792760849e-06,15448847292.0964
586,2460441.58324041,0,7.968766586e-06,,TESS Sector 78-FFI,29855.0,5.0798989832401276e-06,15747723757.728031
587,2460441.7450095,0,8.833436793e-06,,TESS Sector 78-FFI,29856.0,3.723893314599991e-06,12815648530.056421
588,2460441.90678168,0,8.705631474e-06,,TESS Sector 78-FFI,29857.0,5.458015948534012e-06,13194697637.306004
589,2460442.06855313,0,9.388230367e-06,,TESS Sector 78-FFI,29858.0,6.461981683969498e-06,11345732099.09225
590,2460442.23032327,0,9.373261094e-06,,TESS Sector 78-FFI,29859.0,6.156042218208313e-06,11381999728.082897
591,2460442.39209305,0,9.672134536e-06,,TESS Sector 78-FFI,29860.0,5.489680916070938e-06,10689449562.852953
592,2460442.5538631,0,9.716919852e-06,,TESS Sector 78-FFI,29861.0,5.09386882185936e-06,10591141220.525892
593,2460442.71563795,0,1.0958241676e-05,,TESS Sector 78-FFI,29862.0,9.498093277215958e-06,8327569223.808657
594,2460442.87740924,0,1.1571875498e-05,,TESS Sector 78-FFI,29863.0,1.0341871529817581e-05,7467796850.701109
595,2460443.03917803,0,1.1368899604e-05,,TESS Sector 78-FFI,29864.0,8.68597999215126e-06,7736831478.823986
596,2460443.20094895,0,1.2963961565e-05,,TESS Sector 78-FFI,29865.0,9.159557521343231e-06,5950103640.215158
597,2460443.36272047,0,1.3719830553e-05,,TESS Sector 78-FFI,29866.0,1.0233838111162186e-05,5312543568.084222
598,2460443.52448974,0,1.346272192e-05,,TESS Sector 78-FFI,29867.0,9.057577699422836e-06,5517397190.751651
599,2460443.68626006,0,1.3622406929e-05,,TESS Sector 78-FFI,29868.0,8.931849151849747e-06,5388802924.815881
600,2460446.43636324,0,3.5236935258e-05,,This Study,29885.0,1.452956348657608e-05,805385382.4360213
601,2460448.86291376,0,1.53317e-05,,TESS Sector 78-FFI,29900.0,8.359551429748535e-06,4254214412.9081516
602,2460449.02466021,0,2.19693e-05,,TESS Sector 78-FFI,29901.0,-1.563597470521927e-05,2071894136.0733547
603,2460449.18646219,0,1.33382e-05,,TESS Sector 78-FFI,29902.0,1.5897676348686218e-05,5620895997.078263
604,2460449.34821381,0,2.10204e-05,,TESS Sector 78-FFI,29903.0,-2.9280781745910645e-06,2263174535.6352673
605,2460460.348545,0,2.8e-05,,Ždánice ,29971.0,-6.206613034009933e-05,1275510204.0816326
606,2460460.510318,0,3e-06,,Ždánice ,29972.0,-5.951244384050369e-05,111111111111.1111
607,2460466.495854,0,1e-05,,This Study,30009.0,-3.0014198273420334e-05,9999999999.999998
608,2460513.40930603,0,2.51689e-05,,AAVSO,30299.0,-7.324386388063431e-06,1578597931.951929
609,2460515.51230068,0,1.70031e-05,,AAVSO,30312.0,-2.847239375114441e-05,3458945999.485063
610,2460543.33680524,0,4.51521e-05,,This Study,30484.0,-4.062429070472717e-05,490505737.97138774
611,2460543.33682419,0,1.4173017453e-05,,This Study,30484.0,-2.1674204617738724e-05,4978234567.9744625
612,2460739.564389,0,8.498e-05,,Ždánice ,31697.0,-7.861759513616562e-06,138473460.8134784
613,2460739.564425,0,2.9269945047e-05,,Ždánice ,31697.0,2.8138048946857452e-05,1167229313.7256725
614,2460797.316474,0,1.63468e-05,,AAVSO,32054.0,2.791592851281166e-05,3742264688.7420235
615,2460801.36071109,0,1.514e-05,,This Study,32079.0,3.855675458908081e-06,4362628675.732791
616,2460831.45006759,0,1.536e-05,,This Study,32265.0,5.739973857998848e-05,4238552517.361112
617,2458966.560254,0,7.7e-05,,TESS Sector 24-old,20737.0,-5.4702162742614746e-05,168662506.32484397
618,2458975.457632,0,7.7e-05,,TESS Sector 24-old,20792.0,-5.123205482959747e-05,168662506.32484397
619,2458960.412983,0,7.5e-05,,TESS Sector 24-old,20699.0,-4.875427111983299e-05,177777777.77777782
620,2458974.486971,0,6.4e-05,,TESS Sector 24-old,20786.0,-8.955597877502441e-05,244140625.0
621,2458975.295873,0,6.4e-05,,TESS Sector 24-old,20791.0,-3.978610038757324e-05,244140625.0
622,2458980.796035,0,5.9e-05,,TESS Sector 24-old,20825.0,-7.295003160834312e-05,287273771.9046251
623,2458960.089453,0,5e-05,,TESS Sector 24-old,20697.0,-3.7861987948417664e-05,400000000.0
624,2458960.574763,0,4.8e-05,,TESS Sector 24-old,20700.0,-3.9200298488140106e-05,434027777.77777773
625,2458973.516407,0,4.8e-05,,TESS Sector 24-old,20780.0,-3.088032826781273e-05,434027777.77777773
626,2458976.104703,0,4.7e-05,,TESS Sector 24-old,20796.0,-6.20163045823574e-05,452693526.48257136
627,2458959.60413,0,4.6e-05,,TESS Sector 24-old,20694.0,-4.952447488903999e-05,472589792.06049144
628,2458966.074918,0,4.5e-05,,TESS Sector 24-old,20734.0,-7.936405017971992e-05,493827160.4938271
629,2458976.91356,0,4.5e-05,,TESS Sector 24-old,20801.0,-5.7246536016464233e-05,493827160.4938271
630,2458980.148968,0,4.5e-05,,TESS Sector 24-old,20821.0,-5.816621705889702e-05,493827160.4938271
631,2458959.765882,0,4.4e-05,,TESS Sector 24-old,20695.0,-6.797024980187416e-05,516528925.6198347
632,2458960.251173,0,4.4e-05,,TESS Sector 24-old,20698.0,-8.830847218632698e-05,516528925.6198347
633,2458974.9723,0,4.2e-05,,TESS Sector 24-old,20789.0,-7.189391180872917e-05,566893424.0362812
634,2458976.26648,0,4.2e-05,,TESS Sector 24-old,20797.0,-5.5462121963500977e-05,566893424.0362812
635,2458976.590031,0,4.2e-05,,TESS Sector 24-old,20799.0,-4.535447806119919e-05,566893424.0362812
636,2458979.50188,0,4.2e-05,,TESS Sector 24-old,20817.0,-6.438232958316803e-05,566893424.0362812
637,2458963.163083,0,4.1e-05,,TESS Sector 24-old,20716.0,-4.63360920548439e-05,594883997.620464
638,2458963.810171,0,4.1e-05,,TESS Sector 24-old,20720.0,-4.011997953057289e-05,594883997.620464
639,2458961.060112,0,4e-05,,TESS Sector 24-old,20703.0,-1.5380792319774628e-06,624999999.9999999
640,2458979.825421,0,4e-05,,TESS Sector 24-old,20819.0,-6.427429616451263e-05,624999999.9999999
641,2458962.67772,0,3.9e-05,,TESS Sector 24-old,20713.0,-9.799795225262642e-05,657462195.9237344
642,2458973.678184,0,3.9e-05,,TESS Sector 24-old,20781.0,-2.43261456489563e-05,657462195.9237344
643,2458963.001262,0,3.8e-05,,TESS Sector 24-old,20715.0,-9.689014405012131e-05,692520775.6232686
644,2458963.971934,0,3.8e-05,,TESS Sector 24-old,20721.0,-4.756590351462364e-05,692520775.6232686
645,2458967.692638,0,3.8e-05,,TESS Sector 24-old,20744.0,-6.382400169968605e-05,692520775.6232686
646,2458978.854795,0,3.8e-05,,TESS Sector 24-old,20813.0,-6.759818643331528e-05,692520775.6232686
647,2458979.66365611,0,1.15716e-05,,TESS Sector 24-old,20818.0,-5.871802568435669e-05,7468152443.287744
648,2458962.515966,0,3.7e-05,,TESS Sector 24-old,20712.0,-8.155219256877899e-05,730460189.9196494
649,2458962.839552,0,3.7e-05,,TESS Sector 24-old,20714.0,-3.64440493285656e-05,730460189.9196494
650,2458966.398505,0,3.7e-05,,TESS Sector 24-old,20736.0,-3.3256132155656815e-05,730460189.9196494
651,2458978.693049,0,3.6e-05,,TESS Sector 24-old,20812.0,-4.315190017223358e-05,771604938.2716049
652,2458961.383579,0,3.5e-05,,TESS Sector 24-old,20705.0,-7.543014362454414e-05,816326530.6122451
653,2458967.369055,0,3.5e-05,,TESS Sector 24-old,20742.0,-0.00010593188926577568,816326530.6122451
654,2458976.751762,0,3.5e-05,,TESS Sector 24-old,20800.0,-8.480018004775047e-05,816326530.6122451
655,2458979.987253,0,3.5e-05,,TESS Sector 24-old,20820.0,-2.719927579164505e-06,816326530.6122451
656,2458959.442327,0,3.4e-05,,TESS Sector 24-old,20693.0,-8.207792416214943e-05,865051903.1141869
657,2458960.736538,0,3.4e-05,,TESS Sector 24-old,20701.0,-3.4646131098270416e-05,865051903.1141869
658,2458966.236743,0,3.4e-05,,TESS Sector 24-old,20735.0,-2.4810433387756348e-05,865051903.1141869
659,2458965.751408,0,3.3e-05,,TESS Sector 24-old,20732.0,-4.84720803797245e-05,918273645.5463728
660,2458966.883776,0,3.3e-05,,TESS Sector 24-old,20739.0,-7.359450682997704e-05,918273645.5463728
661,2458962.030654,0,3.2e-05,,TESS Sector 24-old,20709.0,-8.221389725804329e-05,976562500.0
662,2458963.648362,0,3.2e-05,,TESS Sector 24-old,20719.0,-7.867394015192986e-05,976562500.0
663,2458974.163471,0,3.1e-05,,TESS Sector 24-old,20784.0,-4.86643984913826e-05,1040582726.3267429
664,2458975.781151,0,3.1e-05,,TESS Sector 24-old,20794.0,-7.312418892979622e-05,1040582726.3267429
665,2458979.340104,0,3.1e-05,,TESS Sector 24-old,20816.0,-6.993580609560013e-05,1040582726.3267429
666,2458967.207324,0,3e-05,,TESS Sector 24-old,20741.0,-6.64861872792244e-05,1111111111.1111112
667,2458980.472516,0,3e-05,,TESS Sector 24-old,20823.0,-5.1058363169431686e-05,1111111111.1111112
668,2458963.324908,0,2.9e-05,,TESS Sector 24-old,20717.0,8.217990398406982e-06,1189060642.0927467
669,2458965.427842,0,2.9e-05,,TESS Sector 24-old,20730.0,-7.35800713300705e-05,1189060642.0927467
670,2458965.913152,0,2.9e-05,,TESS Sector 24-old,20733.0,-7.491838186979294e-05,1189060642.0927467
671,2458967.045604,0,2.8e-05,,TESS Sector 24-old,20740.0,-1.6040168702602386e-05,1275510204.0816326
672,2458977.237132,0,2.8e-05,,TESS Sector 24-old,20803.0,-2.613849937915802e-05,1275510204.0816326
673,2458979.178347,0,2.8e-05,,TESS Sector 24-old,20815.0,-5.6490302085876465e-05,1275510204.0816326
674,2458963.48665,0,2.7e-05,,TESS Sector 24-old,20718.0,-2.0228326320648193e-05,1371742112.4828532
675,2458964.619002,0,2.6e-05,,TESS Sector 24-old,20725.0,-6.134994328022003e-05,1479289940.8284025
676,2458977.398853,0,2.6e-05,,TESS Sector 24-old,20804.0,-7.5584277510643e-05,1479289940.8284025
677,2458979.016581,0,2.6e-05,,TESS Sector 24-old,20814.0,-5.204416811466217e-05,1479289940.8284025
678,2458980.310753,0,2.6e-05,,TESS Sector 24-old,20822.0,-4.361197352409363e-05,1479289940.8284025
679,2458982.09021,0,2.6e-05,,TESS Sector 24-old,20833.0,-6.151804700493813e-05,1479289940.8284025
680,2458967.854404,0,2.5e-05,,TESS Sector 24-old,20745.0,-6.827013567090034e-05,1600000000.0
681,2458980.634314,0,2.5e-05,,TESS Sector 24-old,20824.0,-2.350378781557083e-05,1600000000.0
682,2458980.957819,0,2.5e-05,,TESS Sector 24-old,20826.0,-5.939602851867676e-05,1600000000.0
683,2458959.927668,0,2.4e-05,,TESS Sector 24-old,20696.0,-5.2416231483221054e-05,1736111111.111111
684,2458961.221807,0,2.4e-05,,TESS Sector 24-old,20704.0,-7.698405534029007e-05,1736111111.111111
685,2458964.133647,0,2.4e-05,,TESS Sector 24-old,20722.0,-0.0001050122082233429,1736111111.111111
686,2458964.29545,0,2.4e-05,,TESS Sector 24-old,20723.0,-7.245782762765884e-05,1736111111.111111
687,2458975.134051,0,2.4e-05,,TESS Sector 24-old,20790.0,-9.134039282798767e-05,1736111111.111111
688,2458981.766661,0,2.4e-05,,TESS Sector 24-old,20831.0,-6.962614133954048e-05,1736111111.111111
689,2458960.898269,0,2.3e-05,,TESS Sector 24-old,20702.0,-7.409229874610901e-05,1890359168.2419658
690,2458964.942552,0,2.3e-05,,TESS Sector 24-old,20727.0,-5.224253982305527e-05,1890359168.2419658
691,2458981.119658,0,2.3e-05,,TESS Sector 24-old,20827.0,9.157694876194e-06,1890359168.2419658
692,2458981.604906,0,2.2e-05,,TESS Sector 24-old,20830.0,-5.418015643954277e-05,2066115702.479339
693,2458961.707153,0,2.1e-05,,TESS Sector 24-old,20707.0,-4.232209175825119e-05,2267573696.145125
694,2458974.810532,0,2.1e-05,,TESS Sector 24-old,20788.0,-6.944825872778893e-05,2267573696.145125
695,2458977.560659,0,2.1e-05,,TESS Sector 24-old,20805.0,-4.00301069021225e-05,2267573696.145125
696,2458965.589638,0,2e-05,,TESS Sector 24-old,20731.0,-4.8026442527770996e-05,2499999999.9999995
697,2458967.53086,0,2e-05,,TESS Sector 24-old,20743.0,-7.13784247636795e-05,2499999999.9999995
698,2458974.00169,0,2e-05,,TESS Sector 24-old,20783.0,-5.92181459069252e-05,2499999999.9999995
699,2458978.045955,0,2e-05,,TESS Sector 24-old,20808.0,-5.536805838346481e-05,2499999999.9999995
700,2458962.192458,0,1.9e-05,,TESS Sector 24-old,20710.0,-4.866020753979683e-05,2770083102.4930744
701,2458977.884194,0,1.9e-05,,TESS Sector 24-old,20807.0,-4.592211917042732e-05,2770083102.4930744
702,2458982.25198,0,1.9e-05,,TESS Sector 24-old,20834.0,-6.196415051817894e-05,2770083102.4930744
703,2458975.942966,0,1.7e-05,,TESS Sector 24-old,20795.0,-2.8570182621479034e-05,3460207612.4567475
704,2458978.369494,0,1.7e-05,,TESS Sector 24-old,20810.0,-5.726004019379616e-05,3460207612.4567475
705,2458981.928433,0,1.7e-05,,TESS Sector 24-old,20832.0,-6.807222962379456e-05,3460207612.4567475
706,2458961.868918,0,1.6e-05,,TESS Sector 24-old,20708.0,-4.776846617460251e-05,3906250000.0
707,2458974.325201,0,1.6e-05,,TESS Sector 24-old,20785.0,-8.91098752617836e-05,3906250000.0
708,2458962.354232,0,1.5e-05,,TESS Sector 24-old,20711.0,-4.5105814933776855e-05,4444444444.444445
709,2458965.104317,0,1.5e-05,,TESS Sector 24-old,20728.0,-5.768798291683197e-05,4444444444.444445
710,2458964.457192,0,1.4e-05,,TESS Sector 24-old,20724.0,-0.00010090414434671402,5102040816.32653
711,2458978.207715,0,1.2e-05,,TESS Sector 24-old,20809.0,-6.581423804163933e-05,6944444444.444444
712,2458964.780782,0,1.1e-05,,TESS Sector 24-old,20726.0,-5.1795970648527145e-05,8264462809.917356
713,2458968.339733,0,1.1e-05,,TESS Sector 24-old,20748.0,-5.06080687046051e-05,8264462809.917356
714,2458974.648786,0,1.1e-05,,TESS Sector 24-old,20787.0,-4.500197246670723e-05,8264462809.917356
715,2458981.281373,0,1.1e-05,,TESS Sector 24-old,20828.0,-4.6288128942251205e-05,8264462809.917356
716,2458965.266071,0,1e-05,,TESS Sector 24-old,20729.0,-7.41342082619667e-05,9999999999.999998
717,2458977.722414,0,1e-05,,TESS Sector 24-old,20806.0,-5.547609180212021e-05,9999999999.999998
718,2458978.531298,0,9e-06,,TESS Sector 24-old,20811.0,-2.3706350475549698e-05,12345679012.345678
719,2458961.545328,0,8e-06,,TESS Sector 24-old,20706.0,-9.687617421150208e-05,15625000000.0
720,2458968.016203,0,6e-06,,TESS Sector 24-old,20746.0,-3.9715785533189774e-05,27777777777.777775
721,2458968.177985,0,6e-06,,TESS Sector 24-old,20747.0,-2.8162263333797455e-05,27777777777.777775
722,2458981.443106,0,6e-06,,TESS Sector 24-old,20829.0,-8.373428136110306e-05,27777777777.777775
723,2460543.33680524,0,4.51521e-05,,This Study,30484.0,-4.062429070472717e-05,490505737.97138774
724,2459672.526471,0,8.7e-05,,TESS Sector 50-old,25101.0,-6.404612213373184e-05,132117849.1214163
725,2459684.335705,0,8.2e-05,,TESS Sector 50-old,25174.0,-7.260404527187347e-05,148720999.405116
726,2459685.306328,0,7.5e-05,,TESS Sector 50-old,25180.0,-7.227994501590729e-05,177777777.77777782
727,2459687.085806,0,6.7e-05,,TESS Sector 50-old,25191.0,-6.918609142303467e-05,222766763.19893068
728,2459674.467758,0,6e-05,,TESS Sector 50-old,25113.0,-2.2398307919502258e-05,277777777.7777778
729,2459683.688687,0,5.7e-05,,TESS Sector 50-old,25170.0,-8.82009044289589e-06,307787011.3881194
730,2459686.438743,0,5.4e-05,,TESS Sector 50-old,25187.0,-5.040224641561508e-05,342935528.1207133
731,2459674.144156,0,5.1e-05,,TESS Sector 50-old,25111.0,-8.350610733032227e-05,384467512.49519414
732,2459670.423513,0,5e-05,,TESS Sector 50-old,25088.0,-6.248243153095245e-06,400000000.0
733,2459673.173595,0,4.8e-05,,TESS Sector 50-old,25105.0,-2.1830201148986816e-05,434027777.77777773
734,2459688.05644,0,4.8e-05,,TESS Sector 50-old,25197.0,-5.7862140238285065e-05,434027777.77777773
735,2459685.629868,0,4.7e-05,,TESS Sector 50-old,25182.0,-7.317215204238892e-05,452693526.48257136
736,2459687.732935,0,4.7e-05,,TESS Sector 50-old,25195.0,-2.1969899535179138e-05,452693526.48257136
737,2459670.261712,0,4.6e-05,,TESS Sector 50-old,25087.0,-3.680214285850525e-05,472589792.06049144
738,2459671.394086,0,4.6e-05,,TESS Sector 50-old,25094.0,-5.5924057960510254e-05,472589792.06049144
739,2459672.850027,0,4.6e-05,,TESS Sector 50-old,25103.0,-4.893820732831955e-05,472589792.06049144
740,2459669.776422,0,4.5e-05,,TESS Sector 50-old,25084.0,-1.5464145690202713e-05,493827160.4938271
741,2459675.923654,0,4.5e-05,,TESS Sector 50-old,25122.0,-6.0412101447582245e-05,493827160.4938271
742,2459675.6001,0,4.4e-05,,TESS Sector 50-old,25120.0,-7.35200010240078e-05,516528925.6198347
743,2459673.33535,0,4.3e-05,,TESS Sector 50-old,25106.0,-3.727618604898453e-05,540832882.6392645
744,2459673.658892,0,4.3e-05,,TESS Sector 50-old,25108.0,-3.616791218519211e-05,540832882.6392645
745,2459684.01215,0,4.3e-05,,TESS Sector 50-old,25172.0,-8.671218529343605e-05,540832882.6392645
746,2459671.717667,0,4.2e-05,,TESS Sector 50-old,25096.0,-1.5816185623407364e-05,566893424.0362812
747,2459677.21783,0,4.2e-05,,TESS Sector 50-old,25130.0,-4.798034206032753e-05,566893424.0362812
748,2459683.526854,0,4.1e-05,,TESS Sector 50-old,25169.0,-7.137423381209373e-05,594883997.620464
749,2459691.291885,0,4.1e-05,,TESS Sector 50-old,25217.0,-2.178177237510681e-05,594883997.620464
750,2459684.821039,0,4e-05,,TESS Sector 50-old,25177.0,-4.9942173063755035e-05,624999999.9999999
751,2459672.202922,0,3.9e-05,,TESS Sector 50-old,25099.0,-7.21542164683342e-05,657462195.9237344
752,2459673.497138,0,3.8e-05,,TESS Sector 50-old,25107.0,-1.972215250134468e-05,692520775.6232686
753,2459674.791352,0,3.7e-05,,TESS Sector 50-old,25115.0,3.0709896236658096e-05,730460189.9196494
754,2459685.1446,0,3.7e-05,,TESS Sector 50-old,25179.0,-2.983398735523224e-05,730460189.9196494
755,2459688.703526,0,3.7e-05,,TESS Sector 50-old,25201.0,-5.3646042943000793e-05,730460189.9196494
756,2459674.629508,0,3.5e-05,,TESS Sector 50-old,25114.0,-4.2844098061323166e-05,816326530.6122451
757,2459690.968348,0,3.5e-05,,TESS Sector 50-old,25215.0,-1.7889775335788727e-05,816326530.6122451
758,2459670.09992,0,3.4e-05,,TESS Sector 50-old,25086.0,-5.8356206864118576e-05,865051903.1141869
759,2459676.570742,0,3.3e-05,,TESS Sector 50-old,25126.0,-5.419645458459854e-05,918273645.5463728
760,2459677.86492,0,3.3e-05,,TESS Sector 50-old,25134.0,-3.976421430706978e-05,918273645.5463728
761,2459685.791674,0,3.3e-05,,TESS Sector 50-old,25183.0,-3.761798143386841e-05,918273645.5463728
762,2459678.026635,0,3.2e-05,,TESS Sector 50-old,25135.0,-9.521003812551498e-05,976562500.0
763,2459684.497515,0,3.2e-05,,TESS Sector 50-old,25175.0,-3.3050309866666794e-05,976562500.0
764,2459670.585228,0,3.1e-05,,TESS Sector 50-old,25089.0,-6.169406697154045e-05,1040582726.3267429
765,2459677.703119,0,3.1e-05,,TESS Sector 50-old,25133.0,-7.031811401247978e-05,1040582726.3267429
766,2459690.483009,0,3.1e-05,,TESS Sector 50-old,25212.0,-4.555238410830498e-05,1040582726.3267429
767,2459670.908843,0,3e-05,,TESS Sector 50-old,25091.0,1.2413598597049713e-05,1111111111.1111112
768,2459675.761883,0,3e-05,,TESS Sector 50-old,25121.0,-6.0966238379478455e-05,1111111111.1111112
769,2459687.571141,0,3e-05,,TESS Sector 50-old,25194.0,-4.552444443106651e-05,1111111111.1111112
770,2459688.379957,0,3e-05,,TESS Sector 50-old,25199.0,-8.175428956747055e-05,1111111111.1111112
771,2459690.159444,0,3e-05,,TESS Sector 50-old,25210.0,-6.966013461351395e-05,1111111111.1111112
772,2459690.644818,0,3e-05,,TESS Sector 50-old,25213.0,-6.9979578256607056e-06,1111111111.1111112
773,2459673.820657,0,2.9e-05,,TESS Sector 50-old,25109.0,-4.1614286601543427e-05,1189060642.0927467
774,2459676.085405,0,2.9e-05,,TESS Sector 50-old,25123.0,-7.985811680555344e-05,1189060642.0927467
775,2459676.732518,0,2.9e-05,,TESS Sector 50-old,25127.0,-4.864204674959183e-05,1189060642.0927467
776,2459686.600468,0,2.9e-05,,TESS Sector 50-old,25188.0,-9.584799408912659e-05,1189060642.0927467
777,2459675.27658,0,2.8e-05,,TESS Sector 50-old,25118.0,-5.2628107368946075e-05,1275510204.0816326
778,2459676.408979,0,2.8e-05,,TESS Sector 50-old,25125.0,-4.675006493926048e-05,1275510204.0816326
779,2459676.8943,0,2.8e-05,,TESS Sector 50-old,25128.0,-3.708852455019951e-05,1275510204.0816326
780,2459689.350582,0,2.7e-05,,TESS Sector 50-old,25205.0,-7.943017408251762e-05,1371742112.4828532
781,2459670.747001,0,2.6e-05,,TESS Sector 50-old,25090.0,-5.91399148106575e-05,1479289940.8284025
782,2459673.982384,0,2.6e-05,,TESS Sector 50-old,25110.0,-8.506001904606819e-05,1479289940.8284025
783,2459684.659298,0,2.6e-05,,TESS Sector 50-old,25176.0,-2.0496081560850143e-05,1479289940.8284025
784,2459687.409327,0,2.6e-05,,TESS Sector 50-old,25193.0,-8.907821029424667e-05,1479289940.8284025
785,2459689.02707,0,2.6e-05,,TESS Sector 50-old,25203.0,-5.053821951150894e-05,1479289940.8284025
786,2459690.321217,0,2.6e-05,,TESS Sector 50-old,25211.0,-6.7105982452631e-05,1479289940.8284025
787,2459691.130063,0,2.6e-05,,TESS Sector 50-old,25216.0,-7.333606481552124e-05,1479289940.8284025
788,2459672.041157,0,2.5e-05,,TESS Sector 50-old,25098.0,-6.670784205198288e-05,1600000000.0
789,2459675.114757,0,2.5e-05,,TESS Sector 50-old,25117.0,-0.00010518217459321022,1600000000.0
790,2459689.835916,0,2.5e-05,,TESS Sector 50-old,25208.0,-5.6768301874399185e-05,1600000000.0
791,2459671.232341,0,2.4e-05,,TESS Sector 50-old,25093.0,-3.047846257686615e-05,1736111111.111111
792,2459677.541363,0,2.4e-05,,TESS Sector 50-old,25132.0,-5.5872369557619095e-05,1736111111.111111
